,Indicator ID,Total,2010,2011,2012,2013,2014,2015,2016
8137,DefinedBenefitPlanTargetAllocationPercentageOfAssetsDebtSecuritiesRangeMinimum,6,0,0,2,0,0,0,0
8138,InvestmentSoldNotYetPurchasedNumberOfInvestmentsSoldShortShares,6,0,0,0,1,1,0,0
8139,IncomeTaxReconciliationDeductionsExtraterritorialIncomeExclusion,6,0,0,1,0,0,0,1
8140,OwnshareLendingArrangementDividendsNotReimbursed,6,0,0,0,0,0,2,0
8141,FairValueEstimateNotPracticableAccountsPayable,6,0,0,0,0,1,1,0
8142,CumulativeEffectOnRetainedEarningsBeforeTax1,6,0,0,0,0,1,1,0
8143,OtherThanTemporaryImpairmentLossesInvestmentsPortionInOtherComprehensiveIncomeLossNetOfTaxPortionAttributableToNoncontrollingInterestHeldtomaturitySecurities,6,0,0,2,0,0,0,0
8144,SegmentReportingInformationOtherAssets,6,0,2,0,0,0,0,0
8145,TreasuryStockValueRetiredParValueMethod,6,0,2,0,0,0,0,0
8146,LossContingencyAccrualProductLiabilityDiscount,6,0,1,0,1,0,0,0
8147,FairValueInvestmentsEntitiesThatCalculateNetAssetValuePerShareUnobservableInputGainsLossesIncludedInEarningsNet,6,0,0,1,0,0,0,1
8148,GasAndOilAcreageDevelopedGross,6,0,1,1,0,0,0,0
8149,DistributionMadeToMemberOrLimitedPartnerShareDistributionDilutionPerShare,6,0,2,0,0,0,0,0
8150,DemutualizationByInsuranceEntitySecuritiesIssuedGrossCashProceeds,6,0,0,0,2,0,0,0
8151,CumulativeEffectOnRetainedEarningsBeforeTax,6,0,2,0,0,0,0,0
8152,TradingActivityGain,6,0,0,0,0,2,0,0
8153,IntangibleAssetsArisingFromInsuranceContractsAcquiredInBusinessCombinationAmortizationExpenseRollingYearThree,6,0,0,0,0,1,1,0
8154,ProceedsFromSaleOfLand,6,0,0,0,1,1,0,0
8155,CapitalizedExploratoryWellCostChargedToExpense1,6,0,0,0,0,0,0,2
8156,LineOfCreditFacilityDecreaseForgiveness1,6,0,0,0,1,0,1,0
8157,GasAndOilAcreageDevelopedNet,6,0,1,1,0,0,0,0
8158,NetCapitalUnderCommodityExchangeActComputation,6,0,0,1,1,0,0,0
8159,RegulatedOperatingRevenueExplorationAndProduction,6,0,0,0,0,2,0,0
8160,ProductLiabilityContingencyLossExposureInExcessOfAccrualLowEstimate,6,0,1,0,0,0,0,1
8161,NetChangeInterestBearingDepositsForeign,6,0,0,0,0,0,1,1
8162,BusinessAcquisitionsPurchasePriceAllocationSubsequentYearsNetEffectOnIncome,6,0,0,0,0,1,0,1
8163,IncomeLossFromDiscontinuedOperationsNetOfTaxPerOutstandingLimitedPartnershipAndGeneralPartnershipUnitBasic,6,0,0,0,1,0,1,0
8164,TemporaryEquitySharesSubscribedButUnissued,6,0,0,2,0,0,0,0
8165,LossContingencyPatentsAllegedlyInfringedNumber,6,0,0,0,0,1,0,1
8166,CashFlowsBetweenSecuritizationSpecialPurposeEntitySPEAndTransferorProceedsFromNewlySecuritizedAssets,6,0,1,1,0,0,0,0
8167,RestructuringAndRelatedCostNumberOfPositionsEliminatedInceptionToDate,6,0,1,0,1,0,0,0
8168,ProductLiabilityContingencyThirdPartyRecovery,6,0,0,0,0,0,1,1
8169,FairValueInputsOfferedQuotes,6,0,0,0,0,0,1,1
8170,ProductLiabilityContingencyLossExposureInExcessOfAccrualHighEstimate,6,0,0,0,0,1,0,1
8171,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsNumberOfSharesPeriodIncreaseDecrease,6,0,0,0,0,0,1,1
8172,FairValueInvestmentsEntitiesThatCalculateNetAssetValuePerShareLiquidatingInvestmentRemainingPeriodHighEstimate,6,0,0,2,0,0,0,0
8173,DerivativeCapPrice,6,0,2,0,0,0,0,0
8174,FairValueOptionDisclosuresRelatedToElectionItemsExistingAtEffectiveDateBorrowings,6,0,2,0,0,0,0,0
8175,RepaymentsOfSecuredTaxExemptDebt,6,0,2,0,0,0,0,0
8176,LongDurationContractsAssumptionsByProductAndGuaranteeMortalityRateHighEnd,6,0,0,1,1,0,0,0
8177,OtherThanTemporaryImpairmentLossesInvestmentsPortionInOtherComprehensiveIncomeLossNetOfTaxPortionAttributableToNoncontrollingInterestAvailableforsaleSecurities,6,0,0,2,0,0,0,0
8178,LongTermDebtComponentsCommercialLoansNoncurrent,6,0,0,2,0,0,0,0
8179,AvailableForSaleSecuritiesGrossGainsLossesNetDerivatives,6,0,0,0,0,0,0,2
8180,PublicUtilitiesAmountOfAllowanceForFundsUsedDuringConstructionEquityCostsCapitalizedOnlyForRateMakingPurposes,6,0,0,1,1,0,0,0
8181,UnbilledReceivablesNotBillableAmountExpectedToBeCollectedAfterNextRollingTwelveMonths,6,0,0,0,0,1,1,0
8182,ProceedsFromRefundsFromSuppliersOfMaterial,6,0,0,0,0,1,1,0
8183,SubordinatedLiabilitiesExtinguished,6,0,0,0,1,0,0,1
8184,FairValueConcentrationOfRiskTradingAccountAssets,6,0,0,0,2,0,0,0
8185,DefinedBenefitPlanTargetAllocationPercentageOfAssetsEquitySecuritiesRangeMinimum,6,0,0,2,0,0,0,0
8186,OpenOptionContractsWrittenExercisePrice,6,0,0,2,0,0,0,0
8187,SegmentReportingAssetReconcilingItemAmount,6,0,2,0,0,0,0,0
8188,IntangiblesAssetsArisingFromInsuranceContractsAcquiredInBusinessCombinationAmortizationExpense,6,0,0,1,0,0,1,0
8189,NetSharesReclassifiedToMandatorilyRedeemableCapitalStockShares,6,0,0,0,1,1,0,0
8190,CertainLoansAcquiredInTransferAccountedForAsHeldToMaturityDebtSecuritiesAcquiredDuringPeriodAtAcquisitionAtFairValue,6,0,0,0,0,2,0,0
8191,DemutualizationCostAndExpense,6,0,1,0,1,0,0,0
8192,LoansAndLeasesReceivableForeignCommercial,6,0,2,0,0,0,0,0
8193,CapitalLeasesFutureMinimumPaymentsReceivableDueInRollingYearFive,6,0,0,1,1,0,0,0
8194,ProductionAndPropertyTaxExpense,6,0,1,1,0,0,0,0
8195,SiteContingencyAccrualDiscountAmount,6,0,0,1,1,0,0,0
8196,FinancialGuaranteeInsuranceContractsPremiumsReceivableNewBusinessWritten,6,0,0,1,1,0,0,0
8197,CostsOfFranchisorOwnedOutlets,6,0,2,0,0,0,0,0
8198,BusinessAcquisitionPurchasePriceAllocationCurrentAssetsAssetToBeDisposedOf,6,0,0,2,0,0,0,0
8199,UnamortizedDiscountsOnAcceptancesExecuted,6,0,0,0,1,1,0,0
8200,PostconfirmationAccountsPayable,6,0,0,1,1,0,0,0
8201,ProvedUndevelopedReserveVolume,6,0,2,0,0,0,0,0
8202,CertainLoansAcquiredInTransferAccountedForAsHeldToMaturityDebtSecuritiesAccretableYieldDisposalsOfLoans,6,0,0,0,0,1,1,0
8203,AssumptionForFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesWeightedAverageLife,6,0,1,1,0,0,0,0
8204,ReclassificationToUnappropriatedRetainedEarnings,6,0,0,0,0,0,1,1
8205,LoansReceivableBasisSpreadOnVariableRateDuringPeriod,6,0,0,1,0,0,0,1
8206,FairValueLiabilitiesMeasuredOnRecurringBasisMandatorilyRedeemablePreferredStock,6,0,1,0,1,0,0,0
8207,CompetitiveTransitionChargeNoncurrent,3,0,0,0,0,0,0,1
8208,PreconfirmationOtherAssetsNoncurrent,3,0,0,0,0,0,1,0
8209,CashFlowHedgeGainReclassifiedToInvestmentIncome,3,0,1,0,0,0,0,0
8210,FreshStartAdjustmentIncreaseDecreaseAccumulatedOtherComprehensiveIncomeLoss,3,0,0,0,0,1,0,0
8211,BusinessCombinationContingentConsiderationArrangementsChangeInAmountContingentAssetsAndLiabilitiesRecognizedAsset,3,0,1,0,0,0,0,0
8212,ExperienceRatedRefundsReceivable,3,0,0,1,0,0,0,0
8213,ValuationAllowanceForImpairmentOfRecognizedServicingAssetsSalesAndDisposals,3,0,0,1,0,0,0,0
8214,FreshStartAdjustmentIncreaseDecreaseAccountsPayable,3,0,0,0,0,1,0,0
8215,ContractReceivableRetainageDueAfterNextRollingTwelveMonths,3,0,0,0,1,0,0,0
8216,PreconfirmationAdditionalPaidInCapital,3,0,0,0,0,0,1,0
8217,AvailableforsaleSecuritiesInUnrealizedLossPositionsQualitativeDisclosureOtherThirdPartyGuaranteesAmount,3,0,0,0,0,1,0,0
8218,WeightedAverageRateForeignDepositCertificatesOfDeposit,3,0,0,0,0,1,0,0
8219,StandardizedMeasureOfDiscountedFutureNetCashFlowOfProvedOilAndGasReservesPeriodIncreaseDecrease,3,0,0,0,1,0,0,0
8220,OtherRealEstateCoveredImprovements,3,0,0,0,0,1,0,0
8221,DemutualizationByInsuranceEntitySecuritiesIssuedOfferingCosts,3,0,0,0,0,0,0,1
8222,ReorganizationValueCashInExcessOfNormalOperatingNeeds,3,0,0,0,0,0,1,0
8223,FreshStartAdjustmentIncreaseDecreasePostconfirmationCreditFacility,3,0,0,0,0,0,0,1
8224,GainLossOnForeignCurrencyFairValueHedgeIneffectiveness,3,0,1,0,0,0,0,0
8225,QuarterlyFinancialInformationQuarterlyChargesAndCreditsAmountReconcilingToPreviouslyReportedResults,3,0,0,0,0,0,1,0
8226,LifeSettlementContractsInvestmentMethodCarryingAmountMaturingAfterRollingYearFive,3,0,0,0,0,0,0,1
8227,TransferOfFinancialAssetsAccountedForAsSalesCashProceedsReceivedForAssetsDerecognizedAmount,3,0,0,0,0,0,1,0
8228,DefinedBenefitPlanActualReturnOnPlanAssetsSoldDuringPeriod,3,0,1,0,0,0,0,0
8229,DistributionMadeToLimitedLiabilityCompanyLLCMemberUnitDistributionDilutionPerUnit,3,0,0,0,0,0,0,1
8230,PostconfirmationStockholdersEquity,3,0,1,0,0,0,0,0
8231,FairValueInvestmentsEntitiesThatCalculateNetAssetValuePerShareUnobservableInputGainsLossesNet,3,0,0,0,0,1,0,0
8232,FairValueInvestmentsEntitiesThatCalculateNetAssetValuePerShareLiquidatingInvestmentRemainingPeriod,3,0,1,0,0,0,0,0
8233,CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAcquiredDuringPeriodConsumerContractuallyRequiredPaymentsReceivableAtAcquisition,3,0,0,1,0,0,0,0
8234,AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectBeforeTax,3,0,0,1,0,0,0,0
8235,HaircutsOnContractualSecuritiesCommitments,3,0,0,1,0,0,0,0
8236,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisInstrumentsClassifiedInShareholdersEquityTransfersNet,3,0,0,0,0,1,0,0
8237,DepositAssetsOrLiabilitiesEffectOfChangeInPresentValueAssumptionsRecordedAsExpense,3,0,0,0,1,0,0,0
8238,EffectiveIncomeTaxRateReconciliationTaxContingenciesDomestic,3,0,0,0,0,0,1,0
8239,ContractTerminationClaimsUSFederalGovernment,3,0,0,0,0,1,0,0
8240,ProceedsFromFinancingRevenueReceivedUnderLeases,3,0,0,1,0,0,0,0
8241,FairValueInvestmentsEntitiesThatCalculateNetAssetValuePerSharePercentCurrencies,3,0,0,0,0,1,0,0
8242,OtherDeferredCompensationArrangementsLiabilityNoncurrent,3,0,0,1,0,0,0,0
8243,LossFromComponentsExcludedFromAssessmentOfCashFlowHedgeEffectiveness,3,0,0,0,0,1,0,0
8244,FairValueConcentrationOfRiskNotesReceivable,3,0,0,0,1,0,0,0
8245,DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReserves10PercentAnnualDiscountForEstimatedTimingOfCashFlows,3,0,0,0,0,1,0,0
8246,ReinsurancePremiumsForInsuranceCompaniesByProductSegmentPercentageOfAmountAssumedToNet,3,0,0,1,0,0,0,0
8247,FreshStartAdjustmentIncreaseDecreasePrepaidAndOtherCurrentAssets,3,0,0,0,0,1,0,0
8248,FreshStartAdjustmentIncreaseDecreaseOtherPostretirementObligations,3,0,0,0,0,1,0,0
8249,LoansAndLeasesReceivableForeignCommercialAndConsumerRealEstate,3,0,0,0,0,1,0,0
8250,FreshStartAdjustmentIncreaseDecreasePropertyAndEquipmentNet,3,0,0,1,0,0,0,0
8251,RetailLandSalesReceivablesStatedInterestRate,3,0,0,0,0,0,0,1
8252,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeitedInPeriodIntrinsicValue,3,0,0,1,0,0,0,0
8253,ReinsuranceRetentionPolicyExcessRetentionAmountReinsured,3,0,0,0,0,1,0,0
8254,SegmentReportingIncomeBeforeIncomeTaxesExtraordinaryItemsDiscontinuedOperationsAndCumulativeEffect,3,0,1,0,0,0,0,0
8255,PublicUtilitiesPropertyPlantAndEquipmentAmountOfAcquisitionAdjustmentsRelatedAccumulatedDepreciation,3,0,1,0,0,0,0,0
8256,FinancialInstrumentsSubjectToMandatoryRedemptionPastContractualRedemptionDateDueToRegulatoryAction,3,0,0,0,0,0,0,1
8257,AssumptionForFairValueOnSecuritizationDateOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesExpectedCreditLosses,3,0,0,0,0,1,0,0
8258,ResearchAndDevelopmentAssetAcquiredOtherThanThroughBusinessCombinationFairValueAcquired,3,0,0,0,1,0,0,0
8259,LongTermDebtComponentsCreditFacilities,3,0,0,1,0,0,0,0
8260,RestrictedInvestmentsNotExemptFromRegistrationAtFairValue,3,0,0,0,0,1,0,0
8261,CumulativeEffectOnRetainedEarningsTax,3,0,1,0,0,0,0,0
8262,PostconfirmationFurnitureAndFixtures,3,0,0,1,0,0,0,0
8263,DemutualizationByInsuranceEntitySecuritiesIssuedAmountOfNetProceeds,3,0,0,1,0,0,0,0
8264,LifeSettlementContractsInvestmentMethodCarryingAmountMaturingInNextRollingTwelveMonths,3,0,0,0,0,0,0,1
8265,TransferOfFinancialAssetsAccountedForAsSalesFairValueOfDerecognizedAssets,3,0,0,0,0,0,1,0
8266,DerivativeNonmonetaryNotionalAmountPricePerGallon,3,0,0,1,0,0,0,0
8267,LifeSettlementContractsInvestmentMethodFaceValueMaturingInRollingYearFour,3,0,0,0,0,0,0,1
8268,LongDurationContractsAssumptionsByProductAndGuaranteeOtherRate,3,0,0,0,1,0,0,0
8269,DeferredPolicyAcquisitionCostForeignCurrencyTranslationAdjustment,3,0,0,0,0,1,0,0
8270,DefinedBenefitPlanBusinessCombinationsAndAcquisitionsBenefitObligation,3,0,0,0,0,0,0,1
8271,OtherMarketableSecuritiesRestrictedCurrent,3,0,0,0,1,0,0,0
8272,FinancialGuaranteeInsuranceContractsPremiumsReceivableAdjustment,3,0,1,0,0,0,0,0
8273,PreconfirmationShortTermBorrowings,3,0,0,1,0,0,0,0
8274,FairValueEstimateNotPracticableFederalFundsPurchased,3,0,0,0,1,0,0,0
8275,PostconfirmationCurrentMaturitiesOfLongTermDebt,3,0,0,0,1,0,0,0
8276,GovernmentContractReceivableProgessPaymentsOffset,3,0,0,0,0,0,0,1
8277,PreconfirmationNoncurrentOtherObligations,3,0,0,0,0,0,1,0
8278,IncreaseDecreaseInEnergyTradingActivity,3,0,0,0,0,0,1,0
8279,CumulativeEffectOfInitialAdoptionOfNewAccountingPrinciple,3,0,1,0,0,0,0,0
8280,ExtraordinaryItemEarningsPerShareImpactNet,3,0,0,0,1,0,0,0
8281,ServicingAssetsAndServicingLiabilitiesAtFairValueAssumptionsUsedToEstimateFairValueWeightedAverageLife,3,0,0,1,0,0,0,0
8282,VariableInterestEntityNumberOfEntitiesWithUnavailabilityOfInformation,3,0,0,1,0,0,0,0
8283,CapitalLeasesFutureMinimumPaymentsDueInRollingYearTwoAndThree,3,0,0,0,0,1,0,0
8284,ImpactOfRestatementOnEarningsPerShareBasic,3,0,0,0,0,1,0,0
8285,CapitalizedExploratoryWellCostsGreaterThanOrEqualToOneYearAndLessThanTwoYearsNumberOfProjects,3,0,1,0,0,0,0,0
8286,LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseForeignCurrencyTranslationGainLoss,3,0,0,0,0,0,0,1
8287,PublicUtilitiesPropertyPlantAndEquipmentPlantAcquisitionAdjustmentsForIntangibleUtilityPlants,3,0,1,0,0,0,0,0
8288,DepositAssetsAmortizatonExpenseFromExpirations,3,0,0,0,1,0,0,0
8289,IntangibleAssetsArisingFromInsuranceContractsAcquiredInBusinessCombinationAmortizationExpenseRollingYearFour,3,0,0,0,0,0,1,0
8290,EffectOnFutureEarningsAndCashFlowsAmount,3,0,1,0,0,0,0,0
8291,FutureMinimumSubleaseRentalsSaleLeasebackTransactionsDueInRollingYearTwo,3,0,0,0,0,0,1,0
8292,SecuritiesReceivedAsCollateralAmountForeclosed,3,0,0,0,0,0,1,0
8293,SignificantCostsIncurredToAcquireMineralInterestOfProvedReserves,3,0,1,0,0,0,0,0
8294,PublicUtilitiesRequestedReturnOnEquityPercentage,3,0,0,0,0,0,0,1
8295,ConvertiblePreferredStockSharesSubscribedButUnissued,3,0,0,1,0,0,0,0
8296,ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeExercisableOptionsWeightedAverageRemainingContractualTerm,3,0,1,0,0,0,0,0
8297,OtherThanTemporaryImpairmentLossesInvestmentsPortionInOtherComprehensiveIncomeLossNetOfTaxPortionAttributableToNoncontrollingInterest,3,0,0,1,0,0,0,0
8298,FreshStartAdjustmentIncreaseDecreaseCurrentMaturitiesOfCapitalLeaseObligations,3,0,0,0,1,0,0,0
8299,LiabilityForFuturePolicyBenefitByProductSegmentDiscountedLiabilityAmount,3,0,0,0,0,0,1,0
8300,NetCapitalAsReportedInEntitysPartIIUnauditedFOCUSReport,3,0,0,0,0,1,0,0
8301,TroubledDebtRestructuringDebtorCurrentPeriodGainLossOnRestructuringTaxEffect,3,0,0,0,0,1,0,0
8302,PresentValueOfFutureInsuranceProfitsUnrealizedInvestmentGains1,3,0,0,0,0,0,1,0
8303,IncomeTaxEffectsAllocatedDirectlyToEquityCumulativeEffectOfChangeInAccountingPrinciple,3,0,1,0,0,0,0,0
8304,ShortDurationContractsDiscountedLiabilitiesDiscountRate,3,0,0,0,1,0,0,0
8305,ContractsReceivableClaimsAndUncertainAmountsExpectedToBeCollectedInRemainderOfFiscalYear,3,0,0,0,1,0,0,0
8306,CapitalLeasesFutureMinimumPaymentsReceivableDueInRollingAfterYearFive,3,0,0,1,0,0,0,0
8307,PreferredStockAdditionalSeriesRedemptionAmount,3,0,1,0,0,0,0,0
8308,IncomeLossBeforeCumulativeEffectOfChangeInAccountingPrinciplePerBasicShare,3,0,0,1,0,0,0,0
8309,PartnersCapitalAccountTreasuryUnitsReissued,3,0,0,0,0,0,0,1
8310,BelowMarketLeaseAmortizationIncomeRollingYearThree,3,0,0,0,0,1,0,0
8311,LiabilitiesSubjectToCompromiseCashDisbursementsAndReclassificationsUnderBankruptcyCourtOrders,3,0,0,0,0,0,0,1
8312,ProceedsFromIssuanceOfUnsecuredTaxExemptDebt,3,0,0,0,0,0,1,0
8313,InvestmentOwnedBalanceOtherMeasure,3,0,1,0,0,0,0,0
8314,DerivativeAverageFloorInterestRate,3,0,0,0,1,0,0,0
8315,DerivativeNonmonetaryNotionalAmountPricePerBarrel,3,0,1,0,0,0,0,0
8316,MalpracticeLossContingencyAccrualNotRecognizedHighEndOfLossRange,3,0,1,0,0,0,0,0
8317,DeferredPolicyAcquisitionCostAmortizationExpenseEffectOfAdjustmentsToEstimatedGrossProfitOrEstimatedGrossMargin,3,0,0,0,0,0,0,1
8318,LifeSettlementContractsInvestmentMethodCarryingAmountMaturingInRollingYearFive,3,0,0,0,0,0,0,1
8319,PumpTaxes,3,0,0,0,1,0,0,0
8320,FreshStartAdjustmentIncreaseDecreaseCashAndCashEquivalents,3,0,0,0,0,1,0,0
8321,HeldtomaturitySecuritiesSoldAtPar,3,0,0,0,1,0,0,0
8322,FairValueInvestmentsEntitiesThatCalculateNetAssetValuePerShareUnobservableInputTranserfsNet,3,0,0,0,1,0,0,0
8323,LifeSettlementContractsInvestmentMethodCarryingAmountMaturingInRollingYearFour,3,0,0,0,0,0,0,1
8324,RedeemableConvertiblePreferredStockRedemptionPricePerShare,3,0,1,0,0,0,0,0
8325,IncomeLossFromExtraordinaryItemsBeforeTaxPerBasicShare,3,0,0,0,0,0,1,0
8326,InventoryRawMaterialsAndPurchasedParts,3,0,0,1,0,0,0,0
8327,RecyclingOperatingCosts,3,0,1,0,0,0,0,0
8328,InterestBearingForeignDepositNegotiableOrderOfWithdrawalNOW,3,0,0,1,0,0,0,0
8329,PreconfirmationAccruedLiabilities,3,0,0,0,0,0,1,0
8330,ReinsuranceRetentionPolicyReinsuredRiskPercentage,3,0,0,0,0,0,0,1
8331,OtherInvestmentNotReadilyMarketableQuotedValue,3,0,0,0,0,0,0,1
8332,PostconfirmationShortTermBorrowings,3,0,0,1,0,0,0,0
8333,IntangibleAssetsArisingAcquiredInBusinessCombinationEstimatedAmountAmortizedYearOne,3,0,0,1,0,0,0,0
8334,ScheduleOfInsuredFinancialObligationsWithCreditDeteriorationRemainingWeightedAverageContractPeriod,3,0,0,1,0,0,0,0
8335,IncomeTaxReconciliationRepatriationOfForeignEarningsJobsCreationActOf2004,3,0,0,0,0,1,0,0
8336,ValuationAllowanceForImpairmentOfRecognizedServicingAssetsSales,3,0,0,0,0,0,1,0
8337,NetAmountAtRiskByProductAndGuaranteeWeightedAverageAttainedAge,3,0,0,1,0,0,0,0
8338,NoncashOrPartNoncashAcquisitionNoncashFinancialOrEquityInstrumentConsiderationRate,3,0,0,0,1,0,0,0
8339,PostconfirmationPreferredAndCommonStockHeldInTreasury,3,0,0,1,0,0,0,0
8340,LiabilitiesSubjectToCompromiseBalanceAtBankruptcyEffectiveDate,3,0,0,1,0,0,0,0
8341,DebtorReorganizationItemsGainLossOnAssetSalesNet,3,0,1,0,0,0,0,0
8342,NewAccountingPronouncementOrChangeInAccountingPrincipleCurrentPeriodDisclosuresRevenueRecognizedAmount,3,0,1,0,0,0,0,0
8343,OtherThanTemporaryImpairmentLossesInvestmentsAvailableforsaleSecuritiesPortionRecognizedInEarningsNetQualitativeDisclosuresLoanToCollateralValue,3,0,0,1,0,0,0,0
8344,LiabilityForAsbestosAndEnvironmentalClaimsNetPaymentForClaims,3,0,0,0,0,0,0,1
8345,NoninterestBearingForeignDepositChecking,3,0,0,0,0,1,0,0
8346,LongDurationContractsAssumptionsByProductAndGuaranteeVolatilityRateLowEnd,3,0,0,1,0,0,0,0
8347,SecuritiesPurchasedUnderAgreementsToResellNotSubjectToMasterNettingArrangementDeduction,3,0,0,0,0,1,0,0
8348,LongDurationContractsAssumptionsByProductAndGuaranteeEstimatedAverageInvestmentYield,3,0,0,0,1,0,0,0
8349,LeveragedBuyoutRepaymentOfExistingDebt,3,0,0,1,0,0,0,0
8350,ProductLiabilityContingencyAccrualDiscountAmount,3,0,1,0,0,0,0,0
8351,RetailLandSalesMaturityOfAccountsReceivableYearTwo,3,0,1,0,0,0,0,0
8352,RetainedEarningsCorrectionOfErrorNetOfTax,3,0,0,0,0,1,0,0
8353,FairValueInvestmentsEntitiesThatCalculateNetAssetValuePerSharePercentDebtSecurities,3,0,0,0,0,0,0,1
8354,PreconfirmationReceivablesNet,3,0,0,0,0,0,1,0
8355,PreconfirmationOtherCurrentLiabilities,3,0,0,0,0,0,1,0
8356,FractionationRevenue,3,0,1,0,0,0,0,0
8357,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisInstrumentsClassifiedInShareholdersEquitySettlements,3,0,0,1,0,0,0,0
8358,DerivativeForeignCurrencyOptionStrikePrice,3,0,1,0,0,0,0,0
8359,BelowMarketLeaseAmortizationIncomeRollingYearFour,3,0,0,0,0,1,0,0
8360,PostconfirmationOtherLongTermDebt,3,0,0,1,0,0,0,0
8361,ShareBasedCompensationArrangementByShareBasedPaymentAwardSharesToBeRepurchasedNextYear,3,0,0,0,0,0,1,0
8362,IntangibleAssetsArisingFromInsuranceContractsAcquiredInBusinessCombinationEstimatedAmountAmortizedYearTwo,3,0,0,1,0,0,0,0
8363,PublicUtilitiesRequestedRateIncreaseDecreaseAmount,3,0,0,0,0,1,0,0
8364,LifeSettlementContractsInvestmentMethodFaceValueMaturingInNextRollingTwelveMonths,3,0,0,0,0,0,0,1
8365,SegmentReportingOtherSignificantReconcilingItemSegment,3,1,0,0,0,0,0,0
8366,IncreaseDecreaseInTimeDepositsOfLessThan100000,3,0,0,1,0,0,0,0
8367,DeferredFinanceCostsOwnShareLendingArrangementIssuanceCostsAmortizationExpense1,3,0,0,0,0,0,0,1
8368,PreconfirmationCapitalLeaseObligationsNoncurrent,3,0,0,0,0,0,1,0
8369,OtherEmployeeRelatedLiabilities,3,0,0,1,0,0,0,0
8370,ItemsIncludedInConsolidatedStatementOfFinancialCondition,3,0,1,0,0,0,0,0
8371,ProceedsFromIssuanceOfMandatoryRedeemableCapitalSecurities,3,0,0,0,0,1,0,0
8372,FairValueEstimateNotPracticableDerivativeFinancialInstrumentsAssets,3,0,0,0,1,0,0,0
8373,RedeemablePreferredStockIssueIncreaseDecrease,3,0,0,1,0,0,0,0
8374,FairValueEstimateNotPracticableAccountsReceivable,3,0,0,0,0,1,0,0
8375,SharesSubjectToMandatoryRedemptionSettlementTermsNumberOfSharesIndexed,3,0,0,0,0,0,1,0
8376,AreaOfLand,3,0,0,1,0,0,0,0
8377,LifeSettlementContractsInvestmentMethodFaceValueMaturingInRollingYearThree,3,0,0,0,0,0,0,1
8378,DeferredFinanceCostsOwnshareLendingArrangementIssuanceCostsAmortizationExpensePeriodIncreaseDecrease,3,0,0,0,1,0,0,0
8379,PostconfirmationInventories,3,0,0,1,0,0,0,0
8380,RetailLandSalesInstallmentMethodSalesValue,3,0,0,0,0,0,1,0
8381,AgedFailsToDeliver,3,0,0,1,0,0,0,0
8382,IntangibleAssetsArisingFromInsuranceContractsAcquiredInBusinessCombinationUnrealizedInvestmentGains,3,0,0,0,1,0,0,0
8383,EstimateOfCancellations,3,0,0,0,1,0,0,0
8384,IncreaseDecreaseInCoalInventories,3,0,0,0,0,0,0,1
8385,FairValueDisclosureOffBalanceSheetRisksFaceAmount,3,0,1,0,0,0,0,0
8386,LiabilitiesSubjectToCompromiseEndOfPeriod,3,0,0,0,1,0,0,0
8387,DepositAssetsPresentValueOfExpectedRecoveries,3,0,0,0,1,0,0,0
8388,PremiumsNetLifeInsuranceInForce,3,0,0,0,0,1,0,0
8389,LimitedPartnersCumulativeSpecialEarningsLosses,3,0,0,0,0,1,0,0
8390,OtherComprehensiveIncomeReclassificationAdjustmentOnSecuritiesIncludedInNetIncomeTax,3,0,0,1,0,0,0,0
8391,InterestExpenseForeignDepositLiabilitiesWithdrawalPenalties,3,0,0,0,1,0,0,0
8392,PostconfirmationCommonStock,3,0,1,0,0,0,0,0
8393,AdjustmentsToAdditionalPaidInCapitalCounterpartyDefaultSubsequentPeriodChangesEffectOnEquity,3,0,0,0,1,0,0,0
8394,StockConvertedFromOneClassToAnotherClassValue,3,0,0,0,1,0,0,0
8395,GasPurchaseContractNet,3,0,1,0,0,0,0,0
8396,InterestBearingForeignDepositBrokered,3,0,0,0,1,0,0,0
8397,SpecialAssessmentBondCurrent,3,0,0,0,1,0,0,0
8398,RefundsDueUnderGovernmentContracts,3,0,0,0,0,1,0,0
8399,IndefiniteLivedTradeSecrets,3,0,0,1,0,0,0,0
8400,FinancialGuaranteeInsuranceContractsPremiumReceivableNewBusinessWritten,3,0,0,0,0,0,0,1
8401,LongTermPurchaseCommitmentMinimumQuantityRequired,3,0,0,1,0,0,0,0
8402,ImpactOfRestatementOnOpeningRetainedEarningsBeforeTax,3,0,0,0,0,0,1,0
8403,LeveragedBuyoutProfessionalFeesAndOther,3,0,1,0,0,0,0,0
8404,GasPurchasePayableCurrentAndNoncurrent,3,0,0,0,0,0,0,1
